id,created_at,text
1052665571911843850,2018-10-17 21:00:04,BREAKING: U.S. declines to label China a currency manipulator https://t.co/qJEJr1QuFx
1052659572542984193,2018-10-17 20:36:14,BREAKING: Constellation Brands CEO to step down in March; incoming CEO Bill Newlands will be first outsider to ever https://t.co/jtnAJWVCKH
1052652552326647808,2018-10-17 20:08:20,NEW: New York AG launches probe into MoviePass parent company for allegedly misleading investors - source https://t.co/ul4b8YAmkA
1052620557911502848,2018-10-17 18:01:12,"BREAKING: Fed points to more rate hikes amid criticism from Trump
https://t.co/g7JBDXC9xs"
1052620421252767744,2018-10-17 18:00:39,"BREAKING: Federal Reserve releases minutes from its September Open Market Committee meeting 
https://t.co/g7JBDXC9xs"
1052595479920431104,2018-10-17 16:21:33,UPDATE: Fertitta &amp; advisers sent proposal to Caesars offering $13 per share in cash and stock for the company; Tilm https://t.co/av53uV4BpS
1052591023858298882,2018-10-17 16:03:50,Trump: Each Cabinet secretary should slash 5% of their budgets after he pledges to cut spending https://t.co/Apivvr8kqo
1052590638062014465,2018-10-17 16:02:18,Treasury employee arrested &amp; charged with leaking to a reporter multple reports about suspicious financial transact https://t.co/7SmUCQQm3N
1052572727985496065,2018-10-17 14:51:08,"Caesars shares resume, surge more than 6.4%, after Reuters reports that Golden Nugget casino owner Tilman Fertitta https://t.co/5prAwEdH7a"
1052571890026536960,2018-10-17 14:47:49,"Caesars shares jump 4%, before being halted for volatility after Reuters reports that Golden Nugget casino owner Ti https://t.co/zO47rGUsSh"
1052371581618544640,2018-10-17 01:31:51,JUST IN: IMF's Christine Lagarde postpones trip to the Middle East https://t.co/oMPdkBi5OM
1052290246040281088,2018-10-16 20:08:39,EARNINGS: IBM Q3 EPS $3.42 Adj. vs. $3.40 Est.; Q3 Revs. $18.8B vs. $19.10B Est. • $IBM https://t.co/ZtHSrbAsA5 https://t.co/UBYrD44qpY
1052289446983417857,2018-10-16 20:05:29,"Netflix surges more than 16% after beating subscriber estimates, beating on EPS https://t.co/6VUzxKy8j0 https://t.co/cnzAkfX0CJ"
1052288963929624576,2018-10-16 20:03:34,EARNINGS: Netflix Q3 EPS $0.89 vs. $0.68 Est.; Q3 Revs. $4.00B vs. $4.00B Est. • $NFLX https://t.co/6VUzxKy8j0 https://t.co/QSoVnoYOJm
1052282663128748035,2018-10-16 19:38:32,BREAKING: President Trump says the Fed is his 'biggest threat' because it is raising rates too fast https://t.co/UOrNKjfooh
1052273384887910401,2018-10-16 19:01:39,NEW: Approximately 3 million Europeans were affected by a September Facebook security breach in which users' person https://t.co/51iu1Ea2vn
1052271420384976899,2018-10-16 18:53:51,"UPDATE: Negotiations between Virgin Hyperloop One and the Saudis are still underway, a source close to the company https://t.co/U2XEo1HkYY"
1052267171135574016,2018-10-16 18:36:58,JUST IN: Saudi Arabia pulls planned deal with Virgin Hyperloop One after chairman Richard Branson pulls out of Riya https://t.co/Loxw5ykLe5
1052249912103104512,2018-10-16 17:28:23,"Update: Lyft hires JPMorgan to lead early 2019 IPO that could value company at more than $15B, sources tell CNBC. https://t.co/59mbC3oqrZ"
1052239671915364352,2018-10-16 16:47:42,"Dow rises more than 400 points, on pace for its best day since April, as strong earnings fuel rally https://t.co/khpc1eWOs8"
1052238852063223808,2018-10-16 16:44:26,JUST IN: Lyft selects JPMorgan as leader underwriter for early 2019 IPO; company also hires Credit Suisse and Jeffe https://t.co/OqPxZ78u1g
1052234495468953600,2018-10-16 16:27:07,"Dollar Tree spikes 6% on report that Carl Icahn has taken a stake in the company
https://t.co/gMkIbKE9A2 https://t.co/dfzGMsP1Og"
1052216598654799873,2018-10-16 15:16:01,"Dow rises more than 340 points amid strong earnings; S&amp;P 500 also up more than 1.6%, Nasdaq gains 1.3% https://t.co/CyzZcIzVa1"
1052194964120039424,2018-10-16 13:50:02,"BREAKING: Judge approves Elon Musk's settlement with SEC
https://t.co/EvpIkh9Amo"
1052186390694436865,2018-10-16 13:15:58,"US industrial production rose 0.3% in Sept, vs 0.2% increase expected https://t.co/QUX1DjqEWQ"
1051955618955841538,2018-10-15 21:58:58,"BREAKING: Microsoft co-founder Paul Allen is dead at 65, a statement from his family says. https://t.co/BHILSFVTxS"
1051938309998596099,2018-10-15 20:50:11,Full story: Twilio to acquire SendGrid in all-stock deal valued at $2 billion https://t.co/T671yfmcvf
1051938051038023683,2018-10-15 20:49:10,JUST IN: Twilio announces deal to acquire email marketing platform SendGrid for $2B in stock; $SEND soars more than https://t.co/55Yco4KXd2
1051934695171260416,2018-10-15 20:35:49,"Adobe jumps after-hours; company sees 2019 revenue growth of about 20%, reaffirms fiscal year 2018 and EPS targets https://t.co/8ZWiZjZrKM"
1051895664655912965,2018-10-15 18:00:44,BREAKING: US budget deficit expands to $779 billion in fiscal 2018 as spending surges https://t.co/xjkGHiNn3V
1051878947301019650,2018-10-15 16:54:18,"Carl Icahn says tariffs are a 'dangerous game' and have brought about stock market crashes
https://t.co/p6lpy6o42L https://t.co/QPGFsuift0"
1051875735168839685,2018-10-15 16:41:32,"Icahn says Michael Dell trying to coerce Dell tracking stock holders with 'scare tactics'
https://t.co/VAfwAUpBXc https://t.co/WxqjQ9ms1C"
1051873069982191616,2018-10-15 16:30:57,"NEW: Financial services giant Fidelity takes big step into cryptocurrencies, announcing the launch of Fidelity Digi https://t.co/db7vo5G3xf"
1051872997160734721,2018-10-15 16:30:40,Live on @CNBC now: Billionaire investor Carl Icahn phones into @HalftimeReport to discuss his challenge against Del https://t.co/TPjd0fOqHc
1051826059841327104,2018-10-15 13:24:09,JUST IN: MasterCard CEO Ajay Banga will not attend the Future Investment Initiative conference in Saudi Arabia https://t.co/KKYa4741Ph
1051813102625288192,2018-10-15 12:32:40,"US retail sales rose 0.1% in Sept, vs 0.6% increase expected https://t.co/BgsQFEfVAy"
1051788882147233793,2018-10-15 10:56:25,"EARNINGS: Bank of America Q3 EPS: 66 cents a share, vs 62 cents expected https://t.co/MjjLnYEdxr"
1051782825903575040,2018-10-15 10:32:21,"NEW: BlackRock, Blackstone CEOs drop out of Saudi investing conference as questions linger about missing journalist https://t.co/XlIFAqIrS1"
1051706547817115648,2018-10-15 05:29:15,"BREAKING: Sears Holdings says Edward Lampert is out as CEO as part of bankruptcy and restructuring, but he will rem https://t.co/7FGsru2ALu"
1051701796975112192,2018-10-15 05:10:22,BREAKING: Sears Holdings files for bankruptcy in New York https://t.co/gxWzWV36zb
1051652573659361282,2018-10-15 01:54:46,"LATEST: Sears Holdings plans to file for bankruptcy protection after midnight on the East Coast, people familiar wi https://t.co/rsPYVbtA2s"
1051615240067211265,2018-10-14 23:26:25,MORE: JPMorgan Chase CEO pulls out of Saudi Future Investment Initiative conference amid questions about missing jo https://t.co/EI0wLGic68
1051610482757525505,2018-10-14 23:07:31,JPMorgan Chase CEO Jamie Dimon will not attend the Future Investment Initiative conference in Saudi Arabia amid con https://t.co/lPA50YBUgj
1050839478351384578,2018-10-12 20:03:49,"Dow rebounds the end higher by more than 280 points, but still loses 4% for the week after big sell-off https://t.co/QQeoeJ6XMx"
1050789487448592384,2018-10-12 16:45:11,"NEW: Facebook says hackers were able to access millions of phone numbers and email addresses
https://t.co/96gLCO2sT8"
1050789064213966848,2018-10-12 16:43:30,"Dow gives up 400+ point gain from earlier, turns negative https://t.co/6O9mNUT3of https://t.co/gRL3JM9cYq"
1050773192980262912,2018-10-12 15:40:26,"Sears Holdings, which currently has a market value below $40M, soars more than 25% after sources tell CNBC that the https://t.co/YdO5JVS3zO"
1050769011104014337,2018-10-12 15:23:49,"NEW: Sears, as it nears bankruptcy, closes in on a deal for financing to stay alive until Christmas https://t.co/BLrYs2YEB4"
1050765818412376064,2018-10-12 15:11:08,"Dow off session high, but holding on to 270+ point gain, as tech stocks rebound from sell-off https://t.co/QfOgRAGTmX"
1050755459722952704,2018-10-12 14:29:58,@NBCNews JUST IN: President Trump announces on Twitter that detained U.S. pastor has been released from Turkey and https://t.co/VNxQlu6c4A
1050740919585185792,2018-10-12 13:32:11,"Dow surges more than 400 points at the open, regaining some of this week's steep losses https://t.co/xd2ANkJwTa"
1050735273049542656,2018-10-12 13:09:45,Dimon sees rates rising: 'I have much higher odds of it being 4% than other people' https://t.co/Wzhg3CD3qh
1050717834899333120,2018-10-12 12:00:27,"EARNINGS: Citigroup Q3 EPS: $1.73 per share, vs $1.69 EPS expected https://t.co/9V1CgZF4kb"
1050710914389999616,2018-10-12 11:32:57,"Futures extend gains, pointing to 400+ point jump on the Dow at the open, as Treasury Sec. Mnuchin tells CNBC that https://t.co/ncsuBz31cz"
1050708336205815808,2018-10-12 11:22:43,Treasury Secretary Mnuchin isn't worried about China potentially dumping Treasurys: 'There'll be other buyers' https://t.co/mrtNfR738V
1050707297364832256,2018-10-12 11:18:35,"Stock futures indicate 360+ point jump on the Dow at the open 
https://t.co/KuI2jmCoN1 https://t.co/aRp0f51kr9"
1050705705118896128,2018-10-12 11:12:15,Treasury Secretary Mnuchin describes Wall Street's 2-day plunge as a 'natural correction;' says economic fundamenta https://t.co/1Tnqd8T9u6
1050700440717938688,2018-10-12 10:51:20,"EARNINGS: JPMorgan Chase Q3 EPS: $2.34 per share, vs $2.25 expected https://t.co/TZCIh5MRKY"
1050507005994131457,2018-10-11 22:02:42,"US stock futures open higher, pointing to a rebound from the two day sell-off https://t.co/slmsicrMVX https://t.co/84tQWiovst"
1050480630839083009,2018-10-11 20:17:54,"BREAKING: Tencent Music, which is expected to be one of the largest U.S. IPOs of the year, delays offering until at https://t.co/jgkNc8Z6Qs"
1050476734955626497,2018-10-11 20:02:25,"Dow tumbles over 540 points, bringing 2-day losses to more than 1,300 points https://t.co/a6125Z8omA https://t.co/OvFhc6zNlk"
1050465872593264641,2018-10-11 19:19:15,Stocks rebound as Washington Post reports that President Trump and China's Xi have agreed to meet at the G20 next m https://t.co/13pIgVNm7V
1050457653732929537,2018-10-11 18:46:35,BREAKING:  Nasdaq slides into correction territory; Dow plunges 670 points https://t.co/a6125Z8omA https://t.co/es6hNOVRUL
1050456777697955841,2018-10-11 18:43:07,"BREAKING: Dow slides more than 510+ points or 2% as sell off accelerates 
https://t.co/a6125Z8omA https://t.co/06FtYlHnGj"
1050456172183072768,2018-10-11 18:40:42,"Dow extends sell-off, dropping 430+ points to new session low, and bringing 2-day losses to more than 1,200 points https://t.co/8lhB1uHMKX"
1050443426162987009,2018-10-11 17:50:03,BREAKING: Turkish Lira sharply strengthens against the U.S. dollar as @NBCNews reports that the White House has rea https://t.co/cgC7jrmWIS
1050427227811266565,2018-10-11 16:45:41,"Bond King Jeff Gundlach on @Halftimereport: 30-year yield could rise above 4%, 10-year rate to 3.6% before this mov https://t.co/uhpxay9Kzz"
1050411804856332288,2018-10-11 15:44:24,"BREAKING: Trump says correction in stocks has been caused by the Fed, which is out of control, too stringent and ma https://t.co/8nC0BGKG48"
1050401800250163200,2018-10-11 15:04:39,"Dow reverses course, falls more than 250 points or 1% https://t.co/a6125Z8omA https://t.co/dDi4mzJe9B"
1050390709558267904,2018-10-11 14:20:35,"Larry Kudlow: 'We are the hottest economy in the world. We are crushing it' 
https://t.co/iQv9GwUTrD https://t.co/X3b1Z9YAJ4"
1050387517978099718,2018-10-11 14:07:54,Larry Kudlow says the Fed is independent and the president is not dictating policy to central bank https://t.co/ecTGCjc4Ds
1050384456811458567,2018-10-11 13:55:44,"Dow, Nasdaq and S&amp;P 500 turn higher, one day after steep losses 
https://t.co/a6125Z8omA https://t.co/kKT4P011Pf"
1050379132566167553,2018-10-11 13:34:34,Nasdaq turns positive in early trading; S&amp;P 500 down only fractionally https://t.co/a6125Z8omA https://t.co/cSMaWVm4Rn
1050378603672862720,2018-10-11 13:32:28,Dow opens lower by only about 40 points after sliding 831 points yesterday https://t.co/a6125Z8omA https://t.co/XFGz2FRnmK
1050363263840636929,2018-10-11 12:31:31,"US Consumer Price Index rose 0.1% in Sept, vs 0.2% increase expected https://t.co/R9m8qKGHii"
1050352493635543040,2018-10-11 11:48:43,"BREAKING: Sears shares drop another 8% in premarket trading on report lenders are pushing for bankruptcy filing, li https://t.co/eH8YdBt4hS"
1050349081883811842,2018-10-11 11:35:10,Latest: Futures indicate 300+ point drop at the open for the Dow https://t.co/a6125Z8omA https://t.co/7KbTdha2mB
1050233933659553792,2018-10-11 03:57:36,"Trump doubles down on Fed attacks, saying it's 'going loco' https://t.co/G9JrW2XwWR"
1050205673525563394,2018-10-11 02:05:19,"BREAKING: U.S. stock futures extend drop, indicate 370+ point drop on Dow tomorrow https://t.co/pSBs4LAbFL https://t.co/9gONUbYEwU"
1050145671943254017,2018-10-10 22:06:53,"Futures open, indicate Dow drop of about 150 points in tomorrow's session, after falling 831 points today. https://t.co/ISAtcFqK0h"
1050138854546698241,2018-10-10 21:39:48,WATCH— President Trump: “I think the Fed is making a mistake. They’re so tight. I think the Fed has gone crazy...” https://t.co/bWScFYkfO1
1050137533378641920,2018-10-10 21:34:33,"BREAKING: President Trump says ""the Fed has gone crazy"" https://t.co/ocRLvd570D"
1050116862342778880,2018-10-10 20:12:24,"JUST IN: Sr. White House official tells @EamonJavers that Trump has been briefed on today's market sell-off, adds t https://t.co/pRHPu0jXFA"
1050116777290665985,2018-10-10 20:12:04,"BREAKING: Square CFO steps down, stock slides 5% after-hours 

https://t.co/k4NEqYoa4G"
1050114563360854016,2018-10-10 20:03:16,"BREAKING: Dow closes down more than 820 points, or 3.1%; Nasdaq ends off more than 4% and S&amp;P 500 slides nearly 3.3 https://t.co/T22rwdXyJR"
1050112930644148225,2018-10-10 19:56:47,"BREAKING: DOW PLUNGES 800+ POINTS IN WORST DAY SINCE FEB. AMID TECH STOCK SELL-OFF, RATE FEARS https://t.co/9zha3H4POa"
1050109808718897152,2018-10-10 19:44:23,"BREAKING: Dow extends sell-off, falling more than 750 points, for worst drop since March https://t.co/aPEmq418gC https://t.co/f6GO3Pj70H"
1050108965235974149,2018-10-10 19:41:02,BREAKING: Dow falls more than 700 points to fresh session low https://t.co/aPEmq418gC https://t.co/gIVtESNUxW
1050108515677818881,2018-10-10 19:39:14,BREAKING: Dow Jones Industrial Average plunges more than 660 points https://t.co/aPEmq418gC https://t.co/MWqiuKCGkG
1050106552928096257,2018-10-10 19:31:26,NEW: Apple plans to give away original content for free to device owners as part of new digital TV strategy - sourc https://t.co/Bzagu69iwP
1050102213345980416,2018-10-10 19:14:12,"Nasdaq Composite index now down more than 3% for the day, S&amp;P 500 also off more than 2.5% 

https://t.co/aPEmq418gC https://t.co/c52QddUhMi"
1050101565770649600,2018-10-10 19:11:37,BREAKING: Dow slides more than 600 points as sell-off continues into the close https://t.co/aPEmq418gC https://t.co/w7DdbkgD7w
1050094594636083200,2018-10-10 18:43:55,Exclusive: Teeth-straightening startup SmileDirectClub gets $3 billion valuation in new fundraising (via https://t.co/4BbNStunQm
1050093442125258753,2018-10-10 18:39:21,"BREAKING: Dow falls more than 2%, or 540 points, to new session low as sell-off accelerates 
https://t.co/aPEmq418gC https://t.co/pSxpklQECw"
1050086040441147392,2018-10-10 18:09:56,BREAKING: Dow falls more than 500 points https://t.co/aPEmq418gC https://t.co/MuJbvFlDB9
1050060430687854592,2018-10-10 16:28:10,"NEW: Third Point's Dan Loeb sends letter to Campbell Soup board saying move to find a new CEO is too little, too la https://t.co/GJcsWMGhMJ"
1050043806723248134,2018-10-10 15:22:07,Dow falls more than 1.5% or 400 points to fresh session low https://t.co/aPEmq418gC https://t.co/6o0m7LSDWZ
1050035945850978307,2018-10-10 14:50:52,"Dow falls more than 300 points as tech stocks drop; Nasdaq off more than 1.6%, S&amp;P down 1.1% https://t.co/f2nXagCB3H"
1050035045606612992,2018-10-10 14:47:18,"BREAKING: Justice Dept. clears CVS-Aetna deal, as long as Aetna divests its Medicare Part D business https://t.co/J0MkMP0Y1K"
1050029530474303488,2018-10-10 14:25:23,"Dow briefly falls nearly 300 points as Amazon and tech stocks fall 
https://t.co/aPEmq418gC https://t.co/VUNL21v5XB"
1049995220216176641,2018-10-10 12:09:03,Sears Holdings shares down more than 31% in pre-market trading as company works with banks on a potential bankruptc https://t.co/qWMLFjnckd
1049972377222819842,2018-10-10 10:38:16,Sears arranges financing for a potential bankruptcy filing - sources  https://t.co/rmuwINEwqp
1049776177487872000,2018-10-09 21:38:39,Third Point increases stake in Campbell Soup to nearly 7% https://t.co/QgMWPYVRfQ
1049751888084815872,2018-10-09 20:02:08,"BREAKING:  Trump says he doesn't like what the Fed is doing, central bank is going too fast in raising rates https://t.co/uGM9A1DPyx"
1049713776243675137,2018-10-09 17:30:41,"Zynga resumes trading, up 12%, after volatility halt amid report that its rivals have expressed interest in the com https://t.co/gCgzjsLCv2"
1049713098687418369,2018-10-09 17:28:00,Zynga halted for volatility after spiking 5.9% on report that the Farmville game maker has drawn interest from its https://t.co/uUFPDdTLmz
1049710201954295808,2018-10-09 17:16:29,Starbucks shares pop after Ackman discloses new stake in the company worth about $900M https://t.co/KYRbbOC0oq https://t.co/PpS8jGOKyb
1049709691494965249,2018-10-09 17:14:27,BREAKING: Pershing Square's Bill Ackman discloses new stake in Starbucks worth about $900M https://t.co/pIgHlXaeKK
1049670877846081536,2018-10-09 14:40:13,BREAKING: President Trump says U.N. ambassador Nikki Haley will leave post at the end of the year https://t.co/Lb8dyanU3G
1049664260647899141,2018-10-09 14:13:56,BREAKING: Nikki Haley has resigned as UN ambassador - source https://t.co/2g5EuwV89N
1049434703403646976,2018-10-08 23:01:45,JUST IN: Microsoft is investing in ride-hailing firm Grab https://t.co/URzuEf2AgG
1049426143147945984,2018-10-08 22:27:44,BREAKING: Nelson Peltz’s Trian Fund is evaluating a takeover bid for Papa John’s International; company has also at https://t.co/xHlKg1RoyM
1049407036457406464,2018-10-08 21:11:49,"PPG Industries plunges more than 8% after-hours; company issues guidance below estimates, citing higher raw materia https://t.co/rO6EJdcpbk"
1049341179698061313,2018-10-08 16:50:07,"BREAKING: Google exposed the private data of ""at least hundreds of thousands"" of users of its social network Google https://t.co/mSxSOARiZe"
1049325725076131843,2018-10-08 15:48:43,"Nasdaq falls more than 1.5%, Dow falls more than 210 points https://t.co/00mUN5V2ZT https://t.co/4nQANFuGDC"
1049313174363807744,2018-10-08 14:58:50,"Storm Michael strengthens into category 1 hurricane, taking aim at the Gulf Coast &amp; forecast to become a ""major"" ca https://t.co/EU3Q2RXMAs"
1049308309168250880,2018-10-08 14:39:30,"Developing: 'Major incident' confirmed at Canada's largest refinery after reports of explosion
https://t.co/6Nv4W2piOF"
1049292215405690885,2018-10-08 13:35:33,Dow opens lower by 90+ points https://t.co/00mUN5V2ZT https://t.co/mMNGuUshjP
1048664593785077761,2018-10-06 20:01:37,BREAKING: Senate votes to confirm Brett Kavanaugh to the Supreme Court https://t.co/RZE0kf4JtU
1048301307520606208,2018-10-05 19:58:02,BREAKING: Democratic Senator Manchin will vote in support of Kavanaugh Supreme Court confirmation https://t.co/Opb79rqf2w
1048299532918902784,2018-10-05 19:50:59,"BREAKING: Key Republican Senator Susan Collins announces she will vote ""yes"" to confirm Brett Kavanaugh to the Supr https://t.co/9EiZVEp08E"
1048248212941942784,2018-10-05 16:27:04,"(More) Einhorn on Tesla: 'Like Lehman, we think the deception is about to catch up to TSLA' https://t.co/hFrBZZjUaC"
1048246019060895746,2018-10-05 16:18:21,"NEW: David Einhorn sells Apple shares on fear of 'Chinese retaliation against America's trade policies'
https://t.co/aapyPfqFGc"
1048241967640076294,2018-10-05 16:02:15,Dow briefly falls more than 1% https://t.co/ElZiwn5ERR https://t.co/yhNYHo9ke6
1048224718212538368,2018-10-05 14:53:42,BREAKING: Senate advances Kavanaugh nomination; final vote to come Saturday https://t.co/hHDKmWpcTm
1048223727933186048,2018-10-05 14:49:46,"BREAKING: Senate has enough votes to advance nomination of Brett Kavanaugh for the Supreme Court, voting continues https://t.co/jn8limUSe7"
1048190933249007616,2018-10-05 12:39:27,Stock futures briefly pop before turning negative after jobs report showed U.S. economy added fewer jobs than expec https://t.co/BLJRjaLtc1
1048189372720455680,2018-10-05 12:33:15,"(More) BREAKING: Job growth slumps in September but unemployment rate is lowest since 1969
https://t.co/qwmrK2PAZW https://t.co/x5yQrDugde"
1048188644924829696,2018-10-05 12:30:22,BREAKING: US economy added 134K jobs in September vs +185K expected; unemployment rate at 3.7% https://t.co/qwmrK2PAZW
1048186289164603392,2018-10-05 12:21:00,Mattress Firm files for Chapter 11 bankruptcy protection https://t.co/DfIyagyNkK
1047946959200419841,2018-10-04 20:29:59,JUST IN: Securities and Exchange Commission declines to comment to CNBC on Elon Musk tweet that appears to mock the https://t.co/RCUJnunB6u
1047945287711387648,2018-10-04 20:23:21,Tesla shares fall 2% in after-hours following tweet from CEO Musk who appears to mock Securities and Exchange Commi https://t.co/xOUJsbM5m1
1047944689276657664,2018-10-04 20:20:58,BREAKING: Elon Musk appears to mock SEC on Twitter as 'Shortseller Enrichment Commission' days after fraud settleme https://t.co/M8KAV5nijy
1047941123531055104,2018-10-04 20:06:48,Dow falls the most in 2 months on fears of rising rates as 10-year yield hits highest since 2011 https://t.co/sX701tGpKm
1047883762938331136,2018-10-04 16:18:52,"Dow Jones Industrial Average briefly falls more than 300 points, Nasdaq off nearly 2%, S&amp;P 500 down more than 1% https://t.co/JQv85aHWmz"
1047842457814294528,2018-10-04 13:34:44,"BREAKING: Justice Department charges 7 Russian intelligence operatives with hack of doping agencies, other organiza https://t.co/nYQkWr7Gla"
1047826601113784320,2018-10-04 12:31:44,"US weekly jobless claims total 207,000, vs 213,000 expected https://t.co/1tcsRBmlpD"
1047792597945729025,2018-10-04 10:16:37,"BREAKING: Chinese spy chips are said to be found in hardware used by Apple, Amazon; Apple denies the Bloomberg Busi https://t.co/9cojAd0FVj"
1047582832451899397,2018-10-03 20:23:05,"Barnes &amp; Noble announces strategic review, stock surges more than 20% https://t.co/kZdsC02pBm https://t.co/ht6eywlgRb"
1047577649382653960,2018-10-03 20:02:29,Dow closes at record high https://t.co/hYesfgqjPc https://t.co/o1TJPeboOf
1047503013466783745,2018-10-03 15:05:54,"JUST IN: Sen. Sanders wants to break up JPMorgan, Berkshire Hathaway and other large financials https://t.co/RtmsOTz7Zv"
1047494622187065346,2018-10-03 14:32:34,Oil prices sink as US crude stockpiles rise by 8 million barrels https://t.co/6TCiJQLiXL https://t.co/qemxzuls3N
1047486711842971648,2018-10-03 14:01:08,"ISM non-manufacturing index hits 61.6 in September, vs. 58 estimate https://t.co/7XmbpzvBiU"
1047479416467718144,2018-10-03 13:32:08,"BREAKING: Dow Jones Industrial Average opens at new all-time high 
https://t.co/hYesfgqjPc https://t.co/RYWgbFVnk5"
1047460577382215680,2018-10-03 12:17:17,JUST IN: GM and Honda team up to build an autonomous vehicle https://t.co/dBk8NpHlEE
1047460271424491521,2018-10-03 12:16:04,"Private payrolls grew by 230,000 in Sept, vs 185,000 expected: ADP https://t.co/DtOy1w59U6"
1047223995857362947,2018-10-02 20:37:11,BREAKING: New York State Taxation Department tells CNBC it is reviewing the fraud allegations involving Trump in th https://t.co/NqJh0rXgZ9
1047219555519610880,2018-10-02 20:19:33,BREAKING: JCPenney announces the hiring of Joann Stores' CEO Jill Soltau as its new CEO https://t.co/2ENHexI1T9
1047171827989135360,2018-10-02 17:09:53,"BREAKING: General Electric rating cut to BBB+ from A at S&amp;P, outlook now 'stable' from 'negative' 
https://t.co/G8W4cMVUzp"
1047166199531020288,2018-10-02 16:47:32,Powell pledges the Fed will 'act with authority' if inflation spikes https://t.co/ycxvTjmROc
1047148090816417793,2018-10-02 15:35:34,"BREAKING: FDA seizes 'more than a thousand pages' of documents in surprise inspection of e-cigarette maker Juul

https://t.co/bz7WAtpB82"
1047143031533645826,2018-10-02 15:15:28,BREAKING: Dow Jones Industrial Average hits new all-time high https://t.co/FE3cctjEWY https://t.co/WBNDPepzMl
1047123088444411904,2018-10-02 13:56:13,BREAKING: Moody's puts GE and GE Capital ratings under review for potential downgrade; $GE shares tumble to session https://t.co/1uR7aM2Fgz
1047103040782831616,2018-10-02 12:36:33,"BREAKING: Tesla produced 83,500 vehicles in the third quarter https://t.co/PkjYQrwPdJ"
1047064055574343680,2018-10-02 10:01:39,BREAKING: Amazon raises minimum wage to $15 for all US employees https://t.co/lqRiJjv9a8
